lap,time_s,voltage_V,current_A,speed_kmh,distance_m
1,37.408,104.944,2.5564,19.295,173.225
1,37.608,104.945,2.4953,19.295,174.297
1,37.808,104.946,2.4362,19.295,175.369
1,38.008,104.947,2.3812,19.295,176.441
1,38.208,104.948,2.3262,19.295,177.512
1,38.408,104.949,2.2712,19.295,178.584
1,38.608,104.95,2.2162,19.295,179.656
1,38.808,104.951,2.1604,19.295,180.728
1,39.008,104.952,2.1043,19.295,181.8
1,39.208,104.953,2.0481,19.295,182.872
1,39.408,104.954,1.9919,19.295,183.944
1,39.608,104.955,1.9357,19.295,185.016
1,39.808,104.956,1.873,19.295,186.088
1,40.008,104.957,1.8103,19.295,187.16
1,40.208,104.958,1.7476,19.295,188.232
1,40.408,104.959,1.6849,19.295,189.304
1,40.608,104.96,1.6277,19.295,190.376
1,40.808,104.961,1.5807,19.296,191.448
1,41.008,104.961,1.5336,19.296,192.52
1,41.208,104.962,1.4866,19.296,193.592
1,41.408,104.963,1.4396,19.296,194.664
1,41.608,104.964,1.3817,19.296,195.736
1,41.808,104.965,1.319,19.296,196.808
1,42.008,104.966,1.2562,19.296,197.88
1,42.208,104.967,1.1935,19.296,198.952
1,42.408,104.968,1.1303,19.296,200.024
1,42.608,104.969,1.0503,19.296,201.096
1,42.808,104.971,0.9704,19.296,202.168
1,43.008,104.972,0.8904,19.296,203.24
1,43.208,104.974,0.8104,19.296,204.312
1,43.408,104.976,0.6998,19.296,205.384
1,43.608,104.978,0.5344,19.296,206.456
1,43.808,104.981,0.3689,19.296,207.528
1,44.008,104.984,0.2035,19.296,208.6
1,44.208,104.987,0.0381,19.296,209.672
1,44.408,104.988,0.0,19.296,210.744
1,44.608,104.988,0.0,19.3,211.816
1,44.808,104.988,0.0,19.31,212.888
1,45.008,104.988,0.0,19.326,213.961
1,45.208,104.988,0.0,19.347,215.034
1,45.408,104.988,0.0,19.373,216.109
1,45.608,104.988,0.0,19.403,217.185
1,45.808,104.988,0.0,19.437,218.263
1,46.008,104.988,0.0,19.474,219.343
1,46.208,104.988,0.0,19.515,220.425
1,46.408,104.988,0.0,19.56,221.509
1,46.608,104.988,0.0,19.607,222.596
1,46.808,104.988,0.0,19.657,223.685
1,47.008,104.988,0.0,19.709,224.777
1,47.208,104.988,0.0,19.763,225.872
1,47.408,104.988,0.0,19.819,226.97
1,47.608,104.988,0.0,19.876,228.071
1,47.808,104.988,0.0,19.934,229.175
1,48.008,104.988,0.0,19.994,230.283
1,48.208,104.988,0.0,20.054,231.394
1,48.408,104.988,0.0,20.113,232.508
1,48.608,104.988,0.0,20.172,233.625
1,48.808,104.988,0.0,20.23,234.746
1,49.008,104.988,0.0,20.288,235.87
1,49.208,104.988,0.0,20.343,236.997
1,49.408,104.988,0.0,20.396,238.127
1,49.608,104.988,0.0,20.445,239.26
1,49.808,104.988,0.0,20.492,240.396
1,50.008,104.988,0.0,20.535,241.534
1,50.208,104.988,0.0,20.574,242.675
1,50.408,104.988,0.0,20.608,243.818
1,50.608,104.988,0.0,20.638,244.963
1,50.808,104.988,0.0,20.664,246.11
1,51.008,104.988,0.0,20.684,247.258
1,51.208,104.988,0.0,20.698,248.407
1,51.408,104.988,0.0,20.708,249.557
1,51.608,104.988,0.0,20.711,250.707
1,51.808,104.988,0.0,20.709,251.858
1,52.008,104.988,0.0,20.701,253.008
1,52.208,104.988,0.0,20.687,254.158
1,52.408,104.988,0.0,20.667,255.308
1,52.608,104.988,0.0,20.641,256.456
1,52.808,104.988,0.0,20.608,257.603
1,53.008,104.988,0.0,20.568,258.747
1,53.208,104.988,0.0,20.522,259.89
1,53.408,104.988,0.0,20.469,261.03
1,53.608,104.988,0.0,20.408,262.167
1,53.808,104.988,0.0,20.341,263.301
1,54.008,104.988,0.0,20.267,264.431
1,54.208,104.988,0.0013,20.185,265.557
1,54.408,104.983,0.2894,20.096,266.678
1,54.608,104.978,0.5599,20.016,267.795
1,54.808,104.973,0.8149,19.944,268.907
1,55.008,104.969,1.0562,19.879,270.015
1,55.208,104.965,1.3016,19.821,271.119
1,55.408,104.961,1.5359,19.768,272.22
1,55.608,104.957,1.7605,19.721,273.319
1,55.808,104.953,1.9765,19.679,274.414
1,56.008,104.949,2.1895,19.64,275.508
1,56.208,104.946,2.4011,19.606,276.599
1,56.408,104.942,2.6065,19.575,277.688
1,56.608,104.938,2.8065,19.547,278.775
1,56.808,104.935,3.0016,19.522,279.861
1,57.008,104.933,3.1375,19.499,280.946
1,57.208,104.93,3.2618,19.479,282.029
1,57.408,104.928,3.3827,19.46,283.111
1,57.608,104.926,3.5008,19.444,284.192
1,57.808,104.924,3.6104,19.429,285.273
1,58.008,104.922,3.7009,19.415,286.352
1,58.208,104.921,3.7893,19.403,287.431
1,58.408,104.919,3.8758,19.392,288.509
1,58.608,104.918,3.9607,19.383,289.586
1,58.808,104.916,4.0661,19.374,290.663
1,59.008,104.914,4.1838,19.366,291.739
1,59.208,104.911,4.3003,19.359,292.815
1,59.408,104.909,4.4158,19.352,293.891
1,59.608,104.907,4.5302,19.346,294.966
1,59.808,104.905,4.6431,19.341,296.04
1,60.008,104.903,4.7551,19.336,297.115
1,60.208,104.901,4.8665,19.332,298.189
1,60.408,104.899,4.9772,19.328,299.263
1,60.608,104.898,5.0,19.325,300.337
1,60.808,104.898,5.0,19.317,301.411
1,61.008,104.898,5.0,19.303,302.484
1,61.208,104.898,5.0,19.285,303.556
1,61.408,104.898,5.0,19.261,304.628
1,61.608,104.898,5.0,19.232,305.698
1,61.808,104.898,5.0,19.199,306.766
1,62.008,104.898,5.0,19.162,307.833
1,62.208,104.898,5.0,19.121,308.897
1,62.408,104.897,5.0,19.075,309.959
1,62.608,104.897,5.0,19.026,311.019
1,62.808,104.897,5.0,18.975,312.076
1,63.008,104.897,5.0,18.922,313.13
1,63.208,104.897,5.0,18.867,314.182
1,63.408,104.897,5.0,18.809,315.23
1,63.608,104.897,5.0,18.75,316.275
1,63.808,104.897,5.0,18.69,317.316
1,64.008,104.897,5.0,18.629,318.355
1,64.208,104.896,5.0,18.567,319.39
1,64.408,104.896,5.0,18.505,320.421
1,64.608,104.896,5.0,18.441,321.449
1,64.808,104.896,5.0,18.379,322.474
1,65.008,104.896,5.0,18.317,323.495
1,65.208,104.896,5.0,18.255,324.512
1,65.408,104.896,5.0,18.194,325.527
1,65.608,104.896,5.0,18.133,326.537
1,65.808,104.896,5.0,18.073,327.545
1,66.008,104.895,5.0,18.014,328.549
1,66.208,104.895,5.0,17.956,329.55
1,66.408,104.895,5.0,17.898,330.547
1,66.608,104.895,5.0,17.842,331.542
1,66.808,104.895,5.0,17.787,332.533
1,67.008,104.895,5.0,17.734,333.521
1,67.208,104.895,5.0,17.682,334.506
1,67.408,104.895,5.0,17.632,335.489
1,67.608,104.894,5.0,17.584,336.468
1,67.808,104.894,5.0,17.537,337.445
1,68.008,104.894,5.0,17.492,338.419
1,68.208,104.894,5.0,17.449,339.391
1,68.408,104.894,5.0,17.407,340.361
1,68.608,104.894,5.0,17.367,341.328
1,68.808,104.894,5.0,17.33,342.292
1,69.008,104.894,5.0,17.294,343.255
1,69.208,104.894,5.0,17.26,344.216
1,69.408,104.893,5.0,17.228,345.175
1,69.608,104.893,5.0,17.198,346.132
1,69.808,104.893,5.0,17.171,347.087
1,70.008,104.893,5.0,17.147,348.041
1,70.208,104.893,5.0,17.125,348.994
1,70.408,104.893,5.0,17.106,349.945
1,70.608,104.893,5.0,17.09,350.896
1,70.808,104.893,5.0,17.077,351.845
1,71.008,104.893,5.0,17.067,352.794
1,71.208,104.892,5.0,17.059,353.742
1,71.408,104.892,5.0,17.055,354.69
1,71.608,104.892,5.0,17.054,355.637
1,71.808,104.892,5.0,17.056,356.585
1,72.008,104.892,5.0,17.061,357.532
1,72.208,104.892,5.0,17.07,358.48
1,72.408,104.892,5.0,17.081,359.429
1,72.608,104.892,5.0,17.096,360.377
1,72.808,104.892,5.0,17.113,361.327
1,73.008,104.891,5.0,17.134,362.278
1,73.208,104.891,5.0,17.158,363.23
1,73.408,104.891,5.0,17.184,364.183
1,73.608,104.891,5.0,17.214,365.138
1,73.808,104.891,5.0,17.247,366.094
1,74.008,104.891,5.0,17.282,367.052
1,74.208,104.891,5.0,17.321,368.012
1,74.408,104.891,5.0,17.363,368.975
1,74.608,104.89,5.0,17.408,369.939
1,74.808,104.89,5.0,17.455,370.906
1,75.008,104.89,5.0,17.507,371.876
1,75.208,104.89,5.0,17.561,372.849
1,75.408,104.89,5.0,17.619,373.824
1,75.608,104.89,5.0,17.681,374.803
1,75.808,104.89,5.0,17.746,375.785
1,76.008,104.89,5.0,17.814,376.771
1,76.208,104.89,5.0,17.886,377.761
1,76.408,104.889,5.0,17.962,378.755
1,76.608,104.889,5.0,18.041,379.752
1,76.808,104.889,5.0,18.123,380.755
1,77.008,104.889,5.0,18.209,381.762
1,77.208,104.889,5.0,18.298,382.773
1,77.408,104.89,4.9155,18.39,383.79
1,77.608,104.894,4.7216,18.481,384.811
1,77.808,104.897,4.5408,18.562,385.838
1,78.008,104.9,4.3694,18.635,386.869
1,78.208,104.902,4.2058,18.701,387.905
1,78.408,104.905,4.0495,18.76,388.944
1,78.608,104.907,3.8999,18.814,389.986
1,78.808,104.91,3.7623,18.862,391.031
1,79.008,104.912,3.6303,18.905,392.079
1,79.208,104.914,3.5036,18.944,393.129
1,79.408,104.916,3.3815,18.979,394.182
1,79.608,104.918,3.2683,19.011,395.236
1,79.808,104.92,3.175,19.039,396.292
1,80.008,104.921,3.0854,19.065,397.35
1,80.208,104.922,2.999,19.088,398.409
1,80.408,104.924,2.9156,19.108,399.47
1,80.608,104.925,2.839,19.127,400.531
1,80.808,104.926,2.7688,19.144,401.594
1,81.008,104.927,2.7009,19.159,402.657
1,81.208,104.928,2.635,19.173,403.722
1,81.408,104.93,2.571,19.185,404.787
1,81.608,104.93,2.5224,19.196,405.853
1,81.808,104.931,2.4787,19.206,406.919
1,82.008,104.932,2.4365,19.215,407.986
1,82.208,104.932,2.3955,19.223,409.054
1,82.408,104.933,2.3569,19.23,410.122
1,82.608,104.933,2.3291,19.237,411.19
1,82.808,104.934,2.3021,19.243,412.259
1,83.008,104.934,2.276,19.248,413.328
1,83.208,104.935,2.2507,19.253,414.397
1,83.408,104.935,2.2258,19.257,415.466
1,83.608,104.935,2.2011,19.261,416.536
1,83.808,104.936,2.1769,19.264,417.606
1,84.008,104.936,2.1533,19.267,418.677
1,84.208,104.936,2.1301,19.27,419.747
1,84.408,104.937,2.1103,19.273,420.818
1,84.608,104.937,2.0918,19.275,421.888
1,84.808,104.937,2.0736,19.277,422.959
1,85.008,104.938,2.0558,19.279,424.03
1,85.208,104.938,2.0374,19.281,425.101
1,85.408,104.938,2.0116,19.282,426.172
1,85.608,104.939,1.986,19.283,427.243
1,85.808,104.939,1.9606,19.285,428.315
1,86.008,104.939,1.9354,19.286,429.386
1,86.208,104.94,1.9094,19.287,430.458
1,86.408,104.94,1.8822,19.288,431.529
1,86.608,104.941,1.8551,19.288,432.601
1,86.808,104.941,1.8282,19.289,433.672
1,87.008,104.942,1.8013,19.29,434.744
1,87.208,104.942,1.7825,19.29,435.815
1,87.408,104.942,1.7661,19.291,436.887
1,87.608,104.942,1.7499,19.291,437.959
1,87.808,104.943,1.7338,19.292,439.031
1,88.008,104.943,1.7195,19.292,440.102
1,88.208,104.943,1.723,19.293,441.174
1,88.408,104.943,1.7265,19.293,442.246
1,88.608,104.942,1.73,19.293,443.318
1,88.808,104.942,1.7336,19.293,444.39
1,89.008,104.942,1.7432,19.294,445.461
1,89.208,104.942,1.7607,19.294,446.533
1,89.408,104.941,1.7783,19.294,447.605
1,89.608,104.941,1.7959,19.294,448.677
1,89.808,104.941,1.8135,19.294,449.749
1,90.008,104.94,1.8479,19.294,450.821
1,90.208,104.939,1.8876,19.295,451.893
1,90.408,104.939,1.9273,19.295,452.965
1,90.608,104.938,1.967,19.295,454.037
1,90.808,104.937,2.0094,19.295,455.109
1,91.008,104.936,2.0754,19.295,456.181
1,91.208,104.935,2.1414,19.295,457.253
1,91.408,104.934,2.2074,19.295,458.324
1,91.608,104.932,2.2734,19.295,459.396
1,91.808,104.931,2.3374,19.295,460.468
1,92.008,104.93,2.3989,19.295,461.54
1,92.208,104.929,2.4605,19.295,462.612
1,92.408,104.928,2.522,19.295,463.684
1,92.608,104.927,2.5836,19.295,464.756
1,92.808,104.925,2.6518,19.295,465.828
1,93.008,104.924,2.722,19.295,466.9
1,93.208,104.923,2.7922,19.295,467.972
1,93.408,104.922,2.8624,19.295,469.044
1,93.608,104.92,2.9307,19.295,470.116
1,93.808,104.919,2.9836,19.295,471.188
1,94.008,104.918,3.0365,19.295,472.26
1,94.208,104.917,3.0894,19.295,473.332
1,94.408,104.916,3.1423,19.295,474.404
1,94.608,104.916,3.1863,19.295,475.476
1,94.808,104.915,3.2192,19.295,476.548
1,95.008,104.914,3.2521,19.295,477.62
1,95.208,104.914,3.2849,19.295,478.692
1,95.408,104.913,3.3178,19.295,479.764
1,95.608,104.913,3.3313,19.295,480.836
1,95.808,104.912,3.3392,19.295,481.907
1,96.008,104.912,3.3472,19.295,482.979
1,96.208,104.912,3.3552,19.295,484.051
1,96.408,104.912,3.3613,19.295,485.123
1,96.608,104.912,3.3532,19.295,486.195
1,96.808,104.912,3.3451,19.295,487.267
1,97.008,104.912,3.337,19.295,488.339
1,97.208,104.912,3.3289,19.295,489.411
1,97.408,104.912,3.3145,19.295,490.483
1,97.608,104.913,3.2924,19.295,491.555
1,97.808,104.913,3.2703,19.295,492.627
1,98.008,104.913,3.2482,19.295,493.699
1,98.208,104.913,3.2261,19.295,494.771
1,98.408,104.914,3.2003,19.295,495.843
1,98.608,104.914,3.1735,19.295,496.915
1,98.808,104.915,3.1466,19.295,497.987
1,99.008,104.915,3.1198,19.295,499.059
1,99.208,104.915,3.0929,19.295,500.13
1,99.408,104.916,3.066,19.295,501.202
1,99.608,104.916,3.0391,19.295,502.274
1,99.808,104.917,3.0122,19.295,503.346
1,100.008,104.917,2.9853,19.295,504.418
1,100.208,104.917,2.9601,19.295,505.49
1,100.408,104.918,2.9368,19.295,506.562
1,100.608,104.918,2.9135,19.295,507.634
1,100.808,104.918,2.8902,19.295,508.706
1,101.008,104.919,2.867,19.295,509.778
1,101.208,104.919,2.8462,19.295,510.85
1,101.408,104.919,2.8262,19.295,511.922
1,101.608,104.92,2.8062,19.295,512.994
1,101.808,104.92,2.7861,19.295,514.066
1,102.008,104.92,2.7655,19.295,515.138
1,102.208,104.921,2.7407,19.295,516.21
1,102.408,104.921,2.7159,19.295,517.282
1,102.608,104.921,2.6911,19.295,518.354
1,102.808,104.922,2.6663,19.295,519.426
1,103.008,104.922,2.6377,19.295,520.497
1,103.208,104.923,2.6047,19.295,521.569
1,103.408,104.923,2.5718,19.295,522.641
1,103.608,104.924,2.5388,19.295,523.713
1,103.808,104.924,2.5058,19.295,524.785
1,104.008,104.925,2.4666,19.295,525.857
1,104.208,104.925,2.4259,19.295,526.929
1,104.408,104.926,2.3852,19.295,528.001
1,104.608,104.927,2.3445,19.295,529.073
1,104.808,104.927,2.3051,19.295,530.145
1,105.008,104.928,2.2735,19.295,531.217
1,105.208,104.928,2.2419,19.295,532.289
1,105.408,104.929,2.2104,19.295,533.361
1,105.608,104.929,2.1788,19.295,534.433
1,105.808,104.93,2.1526,19.295,535.505
1,106.008,104.93,2.1326,19.295,536.577
1,106.208,104.93,2.1125,19.295,537.649
1,106.408,104.931,2.0925,19.295,538.721
1,106.608,104.931,2.0724,19.295,539.793
1,106.808,104.931,2.0724,19.295,540.865
1,107.008,104.931,2.0771,19.295,541.937
1,107.208,104.931,2.0818,19.295,543.009
1,107.408,104.931,2.0866,19.295,544.081
1,107.608,104.93,2.0942,19.295,545.153
1,107.808,104.93,2.1193,19.295,546.225
1,108.008,104.929,2.1443,19.295,547.297
1,108.208,104.929,2.1694,19.296,548.369
1,108.408,104.928,2.1945,19.296,549.44
1,108.608,104.928,2.234,19.296,550.512
1,108.808,104.927,2.2893,19.296,551.584
1,109.008,104.926,2.3446,19.295,552.656
1,109.208,104.925,2.3999,19.295,553.728
1,109.408,104.924,2.4553,19.295,554.8
1,109.608,104.922,2.5355,19.295,555.872
1,109.808,104.921,2.6215,19.295,556.944
1,110.008,104.919,2.7075,19.295,558.016
1,110.208,104.918,2.7935,19.295,559.088
1,110.408,104.916,2.8829,19.295,560.16
1,110.608,104.914,2.992,19.295,561.232
1,110.808,104.912,3.1011,19.295,562.304
1,111.008,104.91,3.2102,19.295,563.376
1,111.208,104.908,3.3192,19.295,564.448
1,111.408,104.906,3.4329,19.295,565.52
1,111.608,104.904,3.5514,19.295,566.592
1,111.808,104.902,3.67,19.295,567.664
1,112.008,104.9,3.7885,19.295,568.736
1,112.208,104.897,3.907,19.295,569.808
1,112.408,104.895,4.0258,19.295,570.88
1,112.608,104.893,4.1447,19.295,571.952
1,112.808,104.891,4.2636,19.295,573.024
1,113.008,104.889,4.3825,19.295,574.096
1,113.208,104.887,4.5001,19.295,575.168
1,113.408,104.885,4.6107,19.295,576.239
1,113.608,104.883,4.7214,19.295,577.311
1,113.808,104.881,4.832,19.294,578.383
1,114.008,104.878,4.9426,19.294,579.455
1,114.208,104.877,5.0,19.294,580.527
1,114.408,104.877,5.0,19.291,581.599
1,114.608,104.877,5.0,19.283,582.671
1,114.808,104.877,5.0,19.269,583.742
1,115.008,104.877,5.0,19.25,584.813
1,115.208,104.877,5.0,19.225,585.882
1,115.408,104.877,5.0,19.196,586.95
1,115.608,104.877,5.0,19.162,588.016
1,115.808,104.876,5.0,19.125,589.081
1,116.008,104.876,5.0,19.084,590.144
1,116.208,104.876,5.0,19.039,591.204
1,116.408,104.876,5.0,18.991,592.261
1,116.608,104.876,5.0,18.94,593.317
1,116.808,104.876,5.0,18.885,594.369
1,117.008,104.876,5.0,18.828,595.418
1,117.208,104.876,5.0,18.768,596.464
1,117.408,104.876,5.0,18.706,597.507
1,117.608,104.875,5.0,18.641,598.546
1,117.808,104.875,5.0,18.573,599.581
1,118.008,104.875,5.0,18.503,600.613
1,118.208,104.875,5.0,18.432,601.641
1,118.408,104.875,5.0,18.358,602.665
1,118.608,104.875,5.0,18.284,603.685
1,118.808,104.875,5.0,18.208,604.701
1,119.008,104.875,5.0,18.131,605.712
1,119.208,104.875,5.0,18.052,606.72
1,119.408,104.874,5.0,17.973,607.723
1,119.608,104.874,5.0,17.894,608.721
1,119.808,104.874,5.0,17.813,609.715
1,120.008,104.874,5.0,17.732,610.705
1,120.208,104.874,5.0,17.651,611.69
1,120.408,104.874,5.0,17.572,612.671
1,120.608,104.874,5.0,17.493,613.647
1,120.808,104.874,5.0,17.416,614.619
1,121.008,104.874,5.0,17.339,615.586
1,121.208,104.873,5.0,17.265,616.549
1,121.408,104.873,5.0,17.193,617.509
1,121.608,104.873,5.0,17.124,618.464
1,121.808,104.873,5.0,17.058,619.415
1,122.008,104.873,5.0,16.994,620.363
1,122.208,104.873,5.0,16.934,621.307
1,122.408,104.873,5.0,16.878,622.248
1,122.608,104.873,5.0,16.826,623.185
1,122.808,104.872,5.0,16.779,624.12
1,123.008,104.872,5.0,16.736,625.052
1,123.208,104.872,5.0,16.697,625.982
